CreditScore,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Geography_Germany,Gender_Male
659.0,54.0,3.0,118829.03,1.0,1.0,145789.71,0,0
478.0,34.0,1.0,0.0,2.0,0.0,148087.88,0,1
653.0,35.0,8.0,0.0,2.0,0.0,45985.52,0,1
653.0,40.0,10.0,0.0,1.0,0.0,89566.64,0,0
712.0,40.0,8.0,0.0,2.0,0.0,158302.59,0,0
735.0,45.0,1.0,0.0,2.0,0.0,26342.33,0,0
738.0,26.0,8.0,0.0,2.0,1.0,155743.48,0,0
850.0,19.0,8.0,0.0,2.0,0.0,86460.28,0,0
594.0,54.0,3.0,0.0,2.0,1.0,64511.44,0,0
590.0,19.0,5.0,0.0,2.0,0.0,80582.34,0,0
713.0,43.0,8.0,106871.81,1.0,0.0,119782.89,1,0
736.0,44.0,9.0,0.0,1.0,1.0,109960.4,0,1
850.0,26.0,8.0,82767.42,2.0,0.0,115818.51,1,1
850.0,37.0,8.0,113873.22,1.0,0.0,75578.67,0,1
567.0,25.0,7.0,139584.57,2.0,0.0,95625.02,0,1
679.0,36.0,7.0,0.0,2.0,1.0,73857.94,0,1
516.0,32.0,1.0,83568.26,2.0,1.0,49848.86,0,1
710.0,33.0,7.0,0.0,2.0,0.0,122488.59,0,0
569.0,37.0,6.0,120867.18,2.0,1.0,132210.51,1,0
841.0,43.0,4.0,0.0,2.0,1.0,160110.65,0,1
698.0,36.0,2.0,89299.81,1.0,1.0,151335.24,0,0
629.0,57.0,8.0,0.0,1.0,1.0,167984.72,0,1
622.0,32.0,7.0,131778.66,1.0,0.0,11.58,1,0
645.0,44.0,3.0,0.0,2.0,1.0,149139.13,0,1
694.0,26.0,6.0,0.0,2.0,1.0,143980.28,0,0
647.0,34.0,9.0,154483.98,1.0,0.0,54869.52,0,1
682.0,32.0,9.0,0.0,2.0,0.0,180345.44,0,1
704.0,28.0,1.0,0.0,2.0,1.0,69531.23,0,0
638.0,33.0,2.0,0.0,2.0,0.0,73853.94,0,0
652.0,48.0,5.0,107960.46,1.0,1.0,187915.7,1,1
763.0,30.0,3.0,132906.88,2.0,0.0,171707.93,1,1
477.0,44.0,0.0,0.0,2.0,1.0,52876.41,0,1
723.0,29.0,2.0,94464.81,1.0,1.0,133059.15,0,0
694.0,42.0,10.0,152400.51,1.0,1.0,103557.85,1,1
593.0,46.0,9.0,160903.2,2.0,1.0,171706.66,1,1
645.0,37.0,9.0,109848.6,2.0,1.0,149575.62,1,0
686.0,46.0,5.0,0.0,1.0,0.0,80552.11,0,0
750.0,30.0,8.0,0.0,2.0,1.0,131736.23,0,0
594.0,37.0,0.0,0.0,1.0,1.0,176883.42,0,1
735.0,30.0,4.0,0.0,2.0,1.0,166984.44,0,1
678.0,41.0,0.0,0.0,2.0,1.0,92816.86,0,1
588.0,42.0,6.0,0.0,2.0,1.0,189683.7,0,1
728.0,35.0,8.0,0.0,2.0,1.0,44205.95,0,1
586.0,33.0,2.0,127815.85,2.0,1.0,198182.73,1,1
739.0,34.0,2.0,0.0,2.0,1.0,81617.4,0,1
545.0,34.0,8.0,0.0,2.0,0.0,140166.95,0,0
707.0,40.0,3.0,0.0,2.0,0.0,55868.97,0,1
714.0,33.0,0.0,0.0,2.0,0.0,136837.97,0,1
667.0,36.0,2.0,0.0,2.0,1.0,84932.4,0,1
639.0,40.0,9.0,84421.13,1.0,0.0,149535.97,0,0
678.0,34.0,4.0,0.0,2.0,1.0,184317.74,0,1
596.0,35.0,9.0,106089.3,2.0,0.0,166677.54,1,0
695.0,39.0,7.0,0.0,2.0,1.0,122580.48,0,0
850.0,43.0,3.0,110993.79,2.0,1.0,138527.56,1,1
659.0,41.0,1.0,0.0,1.0,0.0,122899.01,0,0
629.0,32.0,8.0,124095.69,1.0,0.0,113810.12,0,0
721.0,33.0,7.0,161613.94,1.0,1.0,129964.94,0,1
611.0,30.0,1.0,0.0,2.0,1.0,129870.93,0,1
593.0,30.0,4.0,0.0,2.0,0.0,187908.01,0,1
662.0,34.0,4.0,0.0,2.0,1.0,88689.4,0,1
646.0,38.0,3.0,0.0,2.0,1.0,121457.88,0,0
638.0,36.0,1.0,0.0,1.0,1.0,167984.61,0,1
594.0,31.0,7.0,84719.98,1.0,0.0,142548.33,0,0
707.0,31.0,3.0,128270.56,2.0,1.0,152855.96,0,0
479.0,44.0,3.0,0.0,2.0,0.0,128528.83,0,0
685.0,25.0,2.0,0.0,2.0,0.0,78670.59,0,0
685.0,30.0,1.0,0.0,1.0,1.0,170819.01,0,1
683.0,36.0,6.0,0.0,2.0,1.0,136491.72,0,0
692.0,38.0,5.0,0.0,2.0,1.0,114522.68,0,0
613.0,46.0,6.0,0.0,1.0,0.0,162756.29,0,0
677.0,29.0,3.0,0.0,2.0,0.0,60901.72,0,1
639.0,36.0,4.0,0.0,1.0,0.0,109496.69,0,1
724.0,41.0,4.0,0.0,2.0,1.0,140937.97,0,0
537.0,32.0,1.0,0.0,2.0,1.0,86786.41,0,1
699.0,34.0,4.0,0.0,1.0,0.0,93873.82,0,0
679.0,41.0,2.0,0.0,1.0,0.0,161241.65,0,0
693.0,47.0,9.0,0.0,1.0,0.0,182650.15,0,1
626.0,33.0,7.0,0.0,2.0,0.0,176768.59,0,1
573.0,52.0,6.0,152805.05,1.0,1.0,100717.54,0,1
596.0,33.0,2.0,0.0,2.0,0.0,82667.55,0,1
651.0,31.0,3.0,0.0,2.0,0.0,152054.33,0,1
679.0,43.0,3.0,0.0,1.0,0.0,138842.41,0,1
634.0,40.0,7.0,61592.13,1.0,1.0,88479.02,0,1
581.0,38.0,3.0,0.0,2.0,1.0,87941.85,0,0
602.0,25.0,2.0,0.0,1.0,1.0,143980.29,0,1
553.0,28.0,6.0,0.0,2.0,0.0,12761.16,0,0
628.0,40.0,3.0,137781.65,1.0,1.0,134889.95,1,1
612.0,43.0,5.0,116964.81,1.0,0.0,162087.82,1,1
684.0,36.0,6.0,0.0,2.0,0.0,50783.1,0,1
591.0,39.0,3.0,0.0,2.0,1.0,171515.84,0,1
660.0,33.0,9.0,139729.3,2.0,0.0,145764.4,1,1
705.0,43.0,3.0,141749.74,1.0,1.0,182055.36,0,1
639.0,31.0,4.0,122570.69,1.0,1.0,147554.26,1,1
850.0,41.0,9.0,174853.46,1.0,1.0,62370.67,0,0
521.0,40.0,7.0,0.0,2.0,1.0,1276.87,0,0
635.0,33.0,9.0,131402.21,1.0,0.0,102547.56,1,1
565.0,35.0,5.0,111629.29,1.0,1.0,177844.06,0,1
608.0,30.0,10.0,0.0,2.0,1.0,146723.72,0,0
673.0,43.0,7.0,0.0,2.0,1.0,67329.65,0,1
679.0,41.0,5.0,0.0,2.0,0.0,142516.35,0,1
554.0,37.0,8.0,0.0,2.0,1.0,185821.41,0,0
833.0,35.0,9.0,0.0,1.0,1.0,55775.72,0,1
724.0,29.0,0.0,103421.49,2.0,1.0,14081.64,1,0
587.0,50.0,5.0,0.0,1.0,1.0,151349.41,0,1
596.0,39.0,9.0,0.0,2.0,0.0,194998.34,0,1
526.0,46.0,3.0,106070.89,1.0,0.0,124486.28,1,1
607.0,35.0,8.0,80927.56,2.0,1.0,163798.41,1,1
593.0,31.0,10.0,0.0,1.0,0.0,50972.6,0,0
731.0,28.0,3.0,115047.72,2.0,1.0,121751.04,0,0
638.0,45.0,1.0,0.0,2.0,1.0,80425.65,0,0
667.0,30.0,4.0,0.0,2.0,1.0,127749.03,0,1
686.0,41.0,8.0,0.0,2.0,1.0,121537.91,0,1
528.0,30.0,8.0,0.0,1.0,1.0,61936.1,0,1
707.0,34.0,2.0,0.0,2.0,0.0,103914.4,0,1
610.0,36.0,8.0,0.0,2.0,1.0,80130.54,0,1
581.0,29.0,2.0,110738.89,3.0,0.0,73881.68,0,0
715.0,49.0,1.0,151766.71,1.0,0.0,109041.53,1,1
745.0,29.0,3.0,0.0,2.0,0.0,94450.97,0,1
671.0,35.0,5.0,128736.39,1.0,1.0,129964.56,0,1
703.0,32.0,3.0,0.0,1.0,0.0,57380.13,0,1
615.0,34.0,8.0,0.0,1.0,0.0,131660.31,0,1
634.0,42.0,1.0,99835.17,1.0,1.0,72993.67,0,1
625.0,36.0,9.0,0.0,2.0,1.0,59659.52,0,1
725.0,32.0,4.0,0.0,1.0,0.0,140126.17,0,1
635.0,36.0,6.0,114370.41,2.0,1.0,170984.97,1,1
607.0,35.0,1.0,0.0,2.0,1.0,127587.28,0,0
673.0,38.0,4.0,103522.75,2.0,0.0,176882.08,1,1
609.0,38.0,2.0,115654.47,2.0,0.0,83419.49,1,1
651.0,57.0,8.0,121206.96,1.0,1.0,145527.25,0,0
678.0,40.0,2.0,0.0,2.0,1.0,43821.56,0,1
604.0,34.0,6.0,0.0,2.0,1.0,185547.71,0,1
705.0,30.0,9.0,0.0,2.0,1.0,59195.05,0,1
669.0,25.0,3.0,137649.47,1.0,1.0,156495.57,0,1
656.0,40.0,2.0,0.0,2.0,0.0,143397.14,0,0
613.0,37.0,3.0,122394.0,1.0,0.0,61244.73,0,1
763.0,35.0,5.0,0.0,1.0,1.0,162960.05,0,0
616.0,32.0,1.0,136625.19,1.0,1.0,179655.87,0,1
591.0,30.0,4.0,112957.26,1.0,1.0,155876.06,0,1
708.0,50.0,9.0,108895.93,1.0,0.0,54954.51,1,1
641.0,37.0,7.0,0.0,2.0,0.0,182728.8,0,1
645.0,42.0,1.0,0.0,3.0,1.0,24302.95,0,0
622.0,42.0,10.0,0.0,2.0,0.0,152883.95,0,0
549.0,43.0,9.0,139592.98,2.0,0.0,82351.06,0,0
560.0,34.0,8.0,0.0,1.0,1.0,19162.89,0,0
676.0,34.0,10.0,0.0,2.0,0.0,120853.83,0,0
597.0,34.0,9.0,0.0,1.0,1.0,159475.08,0,1
557.0,37.0,3.0,0.0,1.0,1.0,92381.01,0,1
648.0,41.0,4.0,111168.97,2.0,1.0,126172.11,1,1
745.0,35.0,4.0,0.0,2.0,0.0,140746.13,0,0
656.0,39.0,3.0,0.0,2.0,1.0,56897.1,0,0
675.0,33.0,2.0,124779.68,1.0,1.0,171070.52,1,1
583.0,30.0,9.0,0.0,2.0,1.0,146785.44,0,0
773.0,50.0,7.0,0.0,1.0,1.0,86927.53,0,0
689.0,29.0,3.0,0.0,2.0,1.0,120594.85,0,0
678.0,33.0,8.0,0.0,2.0,1.0,147040.25,0,1
707.0,38.0,8.0,0.0,2.0,0.0,80130.54,0,1
703.0,47.0,10.0,96651.03,1.0,1.0,172782.69,0,1
602.0,38.0,4.0,0.0,2.0,1.0,172967.87,0,0
564.0,32.0,9.0,0.0,2.0,1.0,93835.64,0,1
745.0,29.0,1.0,0.0,1.0,1.0,166038.27,0,1
579.0,31.0,3.0,123971.51,1.0,0.0,178827.3,1,1
813.0,32.0,1.0,0.0,2.0,0.0,182785.14,0,1
604.0,35.0,4.0,0.0,2.0,1.0,100791.36,0,0
742.0,47.0,3.0,130169.39,1.0,0.0,180890.4,1,0
773.0,35.0,8.0,125175.56,1.0,1.0,78670.52,0,0
598.0,34.0,5.0,0.0,2.0,0.0,92888.52,0,1
586.0,32.0,1.0,0.0,2.0,1.0,118862.08,0,0
535.0,43.0,6.0,139825.53,1.0,1.0,66893.28,0,1
521.0,35.0,9.0,0.0,2.0,0.0,126353.13,0,1
677.0,30.0,8.0,0.0,2.0,1.0,136330.32,0,1
632.0,39.0,6.0,152303.8,2.0,0.0,119712.78,1,1
756.0,34.0,4.0,167983.17,1.0,0.0,147913.56,0,1
572.0,51.0,3.0,137851.31,1.0,0.0,130404.53,0,1
609.0,47.0,7.0,101827.07,1.0,0.0,140126.17,1,0
588.0,26.0,2.0,0.0,2.0,1.0,93713.93,0,1
648.0,57.0,7.0,75801.74,1.0,1.0,80425.65,0,1
594.0,27.0,5.0,96798.79,1.0,1.0,154971.63,1,1
754.0,40.0,4.0,0.0,2.0,0.0,114522.68,0,0
611.0,39.0,5.0,0.0,2.0,1.0,171039.56,0,1
691.0,34.0,8.0,0.0,2.0,0.0,83084.33,0,1
733.0,31.0,7.0,0.0,2.0,0.0,75562.47,0,1
811.0,25.0,1.0,0.0,2.0,0.0,114935.15,0,0
732.0,40.0,7.0,0.0,1.0,1.0,95941.55,0,1
694.0,35.0,10.0,0.0,2.0,0.0,86927.53,0,1
678.0,31.0,5.0,99543.89,1.0,1.0,158937.55,0,1
634.0,37.0,8.0,144426.04,1.0,1.0,46941.41,0,0
742.0,43.0,9.0,96951.21,1.0,0.0,120853.83,0,0
684.0,33.0,7.0,0.0,2.0,0.0,160110.65,0,1
671.0,41.0,7.0,142644.64,1.0,1.0,105599.65,0,1
647.0,31.0,9.0,0.0,2.0,0.0,167032.49,0,0
667.0,36.0,1.0,0.0,2.0,1.0,162697.93,0,1
587.0,31.0,3.0,0.0,2.0,0.0,122964.18,0,1
595.0,41.0,4.0,0.0,2.0,1.0,74532.04,0,1
667.0,36.0,4.0,0.0,1.0,1.0,143635.36,0,0
648.0,31.0,7.0,0.0,2.0,1.0,121239.65,0,1
583.0,31.0,4.0,86891.84,2.0,0.0,132295.87,0,1
567.0,41.0,3.0,132944.38,2.0,0.0,8996.79,1,1
682.0,28.0,8.0,0.0,1.0,0.0,91346.03,0,0
594.0,40.0,3.0,142296.13,1.0,1.0,82870.75,0,0
711.0,32.0,9.0,0.0,2.0,1.0,120853.83,0,1
553.0,36.0,7.0,122486.11,1.0,1.0,155915.24,0,0
708.0,30.0,4.0,0.0,1.0,1.0,111868.23,0,0
558.0,38.0,3.0,0.0,2.0,0.0,66731.79,0,1
705.0,39.0,2.0,123945.14,1.0,1.0,52795.56,0,1
584.0,44.0,7.0,79475.3,1.0,0.0,101371.72,0,0
549.0,22.0,8.0,0.0,2.0,0.0,92223.59,0,1
740.0,32.0,2.0,0.0,2.0,1.0,83022.92,0,1
579.0,27.0,1.0,0.0,2.0,1.0,106981.03,0,1
675.0,29.0,3.0,0.0,2.0,0.0,180598.32,0,1
589.0,40.0,4.0,133964.3,1.0,0.0,152883.95,1,1
634.0,34.0,2.0,144954.75,1.0,0.0,149772.61,1,0
576.0,40.0,8.0,0.0,2.0,1.0,102950.72,0,0
675.0,28.0,4.0,0.0,2.0,1.0,139919.38,0,0
617.0,37.0,2.0,0.0,1.0,1.0,40467.82,0,1
823.0,32.0,7.0,97188.62,1.0,0.0,175893.53,0,1
592.0,35.0,6.0,0.0,2.0,0.0,173784.04,0,1
694.0,35.0,1.0,0.0,2.0,0.0,128528.83,0,1
619.0,38.0,7.0,0.0,2.0,1.0,110265.24,0,1
554.0,40.0,1.0,0.0,1.0,1.0,121451.21,0,1
633.0,31.0,6.0,111018.98,1.0,1.0,92915.84,0,1
637.0,40.0,2.0,0.0,2.0,1.0,62703.38,0,0
648.0,44.0,8.0,131778.08,1.0,0.0,103901.27,1,0
744.0,41.0,1.0,121451.04,1.0,1.0,57549.65,1,0
712.0,48.0,6.0,0.0,2.0,1.0,80120.19,0,1
656.0,38.0,5.0,0.0,2.0,1.0,175843.68,0,0
709.0,33.0,7.0,0.0,2.0,0.0,81298.09,0,1
564.0,33.0,1.0,121355.99,1.0,0.0,171045.35,1,1
763.0,35.0,5.0,107726.93,4.0,0.0,143301.49,1,1
754.0,39.0,1.0,149571.94,2.0,1.0,122488.59,0,0
596.0,30.0,2.0,0.0,2.0,0.0,182865.09,0,0
662.0,32.0,8.0,0.0,2.0,0.0,147963.07,0,1
746.0,38.0,1.0,0.0,2.0,0.0,79082.62,0,1
645.0,36.0,2.0,0.0,2.0,0.0,123954.15,0,1
648.0,35.0,2.0,0.0,2.0,1.0,51670.82,0,1
547.0,40.0,9.0,0.0,2.0,1.0,152992.04,0,1
607.0,34.0,3.0,0.0,2.0,0.0,60533.96,0,1
638.0,57.0,7.0,102962.61,1.0,1.0,51113.14,1,0
679.0,36.0,5.0,0.0,2.0,1.0,75578.67,0,0
711.0,35.0,4.0,0.0,2.0,1.0,149503.51,0,1
585.0,40.0,6.0,0.0,1.0,0.0,132870.15,0,0
632.0,39.0,6.0,171787.84,1.0,1.0,102515.43,1,0
659.0,52.0,4.0,0.0,2.0,1.0,145562.4,0,1
535.0,36.0,4.0,0.0,2.0,0.0,197238.04,0,1
667.0,40.0,9.0,0.0,2.0,0.0,134878.19,0,1
775.0,26.0,4.0,0.0,1.0,1.0,106761.47,0,1
678.0,46.0,8.0,0.0,2.0,1.0,88890.05,0,1
703.0,57.0,9.0,107784.65,1.0,0.0,176902.83,1,1
662.0,32.0,8.0,0.0,2.0,1.0,88947.62,0,1
681.0,37.0,7.0,154872.08,1.0,0.0,167032.49,0,1
594.0,32.0,1.0,0.0,2.0,1.0,174800.31,0,1
681.0,47.0,0.0,0.0,2.0,1.0,71167.17,0,0
607.0,20.0,7.0,97324.91,1.0,0.0,151581.79,0,1
662.0,40.0,6.0,143722.08,2.0,1.0,139971.01,1,0
719.0,29.0,5.0,0.0,2.0,0.0,103379.31,0,1
592.0,40.0,7.0,0.0,2.0,0.0,65765.22,0,1
727.0,40.0,10.0,112372.96,1.0,0.0,63737.19,1,0
593.0,36.0,9.0,0.0,2.0,0.0,85578.63,0,0
607.0,40.0,7.0,0.0,1.0,1.0,141872.05,0,0
628.0,30.0,1.0,80793.58,1.0,0.0,117977.45,0,1
679.0,34.0,2.0,0.0,2.0,1.0,70954.41,0,1
744.0,30.0,6.0,0.0,2.0,1.0,78616.92,0,1
755.0,38.0,6.0,0.0,2.0,0.0,51536.99,0,1
758.0,36.0,6.0,0.0,2.0,1.0,115818.51,0,0
614.0,41.0,5.0,118879.35,1.0,0.0,159475.08,0,1
576.0,40.0,3.0,0.0,1.0,1.0,121151.1,0,1
748.0,40.0,2.0,0.0,2.0,0.0,175071.29,0,1
726.0,40.0,5.0,0.0,1.0,0.0,142910.18,0,1
630.0,40.0,7.0,0.0,2.0,0.0,180932.46,0,1
596.0,38.0,6.0,0.0,2.0,0.0,16081.62,0,0
683.0,24.0,5.0,0.0,2.0,0.0,82438.13,0,0
599.0,30.0,6.0,127815.88,1.0,0.0,62402.38,0,1
648.0,49.0,3.0,113657.83,1.0,0.0,93739.71,0,0
545.0,52.0,9.0,91611.12,1.0,1.0,177740.58,1,0
602.0,34.0,2.0,0.0,2.0,0.0,151336.96,0,1
711.0,42.0,5.0,0.0,2.0,1.0,79577.4,0,0
603.0,31.0,5.0,0.0,1.0,0.0,114083.73,0,1
828.0,33.0,4.0,0.0,2.0,0.0,36754.13,0,1
678.0,38.0,5.0,0.0,2.0,0.0,126761.2,0,0
850.0,45.0,7.0,116932.59,1.0,0.0,49553.38,1,0
633.0,31.0,3.0,117721.02,1.0,1.0,152054.33,0,0
636.0,35.0,6.0,149970.61,3.0,0.0,52615.62,1,0
671.0,26.0,6.0,0.0,2.0,1.0,172495.81,0,1
584.0,42.0,5.0,0.0,2.0,0.0,62424.46,0,1
619.0,57.0,9.0,0.0,2.0,1.0,28391.52,0,1
592.0,27.0,5.0,0.0,2.0,1.0,131281.29,0,1
543.0,39.0,2.0,0.0,2.0,1.0,82967.97,0,1
597.0,36.0,6.0,0.0,2.0,0.0,145562.4,0,1
595.0,28.0,5.0,0.0,2.0,0.0,54947.51,0,1
686.0,24.0,10.0,102967.41,1.0,0.0,109291.39,0,0
762.0,45.0,1.0,0.0,1.0,0.0,167553.06,0,0
553.0,33.0,4.0,0.0,2.0,1.0,51695.41,0,1
707.0,29.0,7.0,0.0,2.0,0.0,86950.72,0,1
639.0,32.0,6.0,0.0,2.0,0.0,61792.76,0,1
677.0,28.0,8.0,0.0,2.0,0.0,52861.89,0,1
583.0,44.0,9.0,0.0,2.0,1.0,81753.92,0,0
633.0,30.0,1.0,157597.61,2.0,1.0,156768.45,1,1
743.0,34.0,9.0,0.0,2.0,1.0,147059.16,0,1
652.0,36.0,8.0,0.0,2.0,1.0,131312.56,0,1
775.0,24.0,1.0,102540.63,1.0,1.0,91560.63,1,1
616.0,38.0,1.0,0.0,2.0,0.0,89773.45,0,0
635.0,39.0,9.0,0.0,1.0,1.0,132870.15,0,1
607.0,22.0,5.0,0.0,1.0,1.0,126728.27,0,1
651.0,54.0,5.0,0.0,2.0,1.0,178067.33,0,1
645.0,43.0,7.0,0.0,2.0,1.0,180598.76,0,0
682.0,43.0,7.0,0.0,2.0,0.0,135077.01,0,0
569.0,39.0,5.0,0.0,2.0,0.0,80582.11,0,0
724.0,24.0,3.0,0.0,2.0,1.0,129975.86,0,1
658.0,42.0,7.0,0.0,2.0,1.0,141860.62,0,0
667.0,34.0,3.0,0.0,2.0,1.0,133535.29,0,1
727.0,39.0,9.0,0.0,2.0,0.0,52876.41,0,1
707.0,32.0,3.0,0.0,2.0,1.0,170621.43,0,0
651.0,31.0,1.0,0.0,2.0,1.0,142911.99,0,1
697.0,40.0,1.0,110463.25,1.0,0.0,137961.41,0,0
602.0,30.0,5.0,0.0,2.0,1.0,176780.39,0,0
724.0,30.0,2.0,0.0,2.0,1.0,121525.48,0,1
639.0,52.0,7.0,0.0,1.0,0.0,113048.79,0,0
663.0,32.0,8.0,0.0,2.0,1.0,121402.53,0,1
678.0,33.0,4.0,0.0,2.0,1.0,27308.58,0,1
516.0,41.0,7.0,127637.92,1.0,1.0,152876.13,0,1
525.0,47.0,1.0,0.0,1.0,0.0,182784.11,0,1
663.0,44.0,2.0,125584.17,2.0,1.0,173576.71,1,1
456.0,46.0,2.0,171848.38,1.0,1.0,118716.63,0,0
613.0,45.0,1.0,0.0,1.0,0.0,89891.4,0,1
724.0,39.0,10.0,0.0,2.0,1.0,123880.19,0,1
593.0,41.0,6.0,146445.24,1.0,1.0,84420.5,1,1
714.0,42.0,8.0,122531.86,2.0,1.0,176712.59,1,1
563.0,39.0,4.0,0.0,2.0,0.0,43486.73,0,0
661.0,40.0,6.0,0.0,2.0,0.0,131660.31,0,1
683.0,53.0,10.0,0.0,1.0,1.0,49063.42,0,1
613.0,39.0,3.0,98668.18,1.0,0.0,95655.16,0,0
551.0,33.0,3.0,113328.65,1.0,0.0,91957.39,1,1
516.0,33.0,6.0,0.0,2.0,0.0,80552.11,0,0
675.0,34.0,3.0,0.0,1.0,1.0,96658.26,0,1
559.0,52.0,10.0,0.0,1.0,0.0,167032.49,0,1
596.0,38.0,7.0,0.0,2.0,0.0,131283.7,0,1
681.0,33.0,10.0,0.0,1.0,0.0,199203.21,0,1
602.0,56.0,3.0,115532.52,1.0,0.0,161241.65,1,0
696.0,34.0,4.0,0.0,2.0,1.0,167973.63,0,1
659.0,35.0,1.0,121578.18,1.0,0.0,151460.86,1,1
738.0,43.0,2.0,0.0,1.0,1.0,154767.34,0,0
683.0,38.0,8.0,125829.59,1.0,0.0,71420.16,1,0
642.0,42.0,6.0,144428.87,1.0,0.0,184842.21,1,1
706.0,38.0,6.0,0.0,1.0,0.0,180598.66,0,1
678.0,40.0,6.0,0.0,2.0,1.0,166929.43,0,1
730.0,23.0,4.0,0.0,2.0,0.0,89891.4,0,0
482.0,37.0,5.0,133432.59,1.0,0.0,57558.95,1,1
676.0,36.0,10.0,93722.73,2.0,0.0,101057.95,1,1
614.0,36.0,4.0,127900.03,1.0,0.0,140000.29,1,0
729.0,28.0,8.0,74989.58,1.0,0.0,54448.52,1,0
589.0,48.0,4.0,0.0,2.0,1.0,161653.5,0,0
651.0,27.0,0.0,137774.02,1.0,1.0,141860.62,1,1
815.0,53.0,6.0,117438.92,1.0,1.0,69409.41,1,0
793.0,39.0,9.0,130922.81,1.0,1.0,58879.31,0,1
556.0,40.0,9.0,0.0,4.0,1.0,60552.44,0,0
593.0,57.0,2.0,0.0,1.0,1.0,61324.87,0,1
633.0,41.0,1.0,0.0,2.0,1.0,53931.05,0,1
543.0,34.0,9.0,0.0,2.0,0.0,57844.26,0,1
594.0,26.0,10.0,0.0,2.0,0.0,170634.49,0,1
571.0,34.0,7.0,0.0,2.0,0.0,93524.22,0,1
695.0,27.0,9.0,128707.31,1.0,0.0,167058.75,1,0
571.0,35.0,10.0,0.0,2.0,0.0,141023.01,0,0
686.0,38.0,10.0,0.0,2.0,1.0,174738.2,0,0
613.0,33.0,2.0,0.0,2.0,1.0,127749.61,0,0
590.0,47.0,10.0,0.0,1.0,0.0,96660.76,0,0
597.0,57.0,6.0,103210.27,1.0,0.0,61994.2,0,1
568.0,47.0,7.0,124584.99,1.0,1.0,75562.48,0,1
597.0,35.0,1.0,131778.66,1.0,1.0,177519.39,0,1
616.0,48.0,8.0,0.0,2.0,0.0,48478.47,0,0
612.0,36.0,7.0,0.0,2.0,1.0,93832.33,0,1
707.0,30.0,7.0,0.0,2.0,1.0,161909.95,0,1
662.0,25.0,8.0,0.0,2.0,1.0,182960.46,0,0
492.0,30.0,9.0,0.0,1.0,0.0,180593.45,0,0
706.0,54.0,7.0,0.0,1.0,1.0,131736.23,0,1
769.0,34.0,1.0,0.0,2.0,1.0,139048.0,0,0
757.0,33.0,7.0,0.0,2.0,1.0,50404.72,0,1
590.0,37.0,3.0,0.0,2.0,1.0,133692.88,0,0
561.0,43.0,6.0,121729.42,1.0,1.0,161519.77,1,1
749.0,41.0,7.0,0.0,2.0,1.0,183516.7,0,1
598.0,31.0,9.0,0.0,2.0,0.0,72402.0,0,0
790.0,34.0,9.0,127539.97,1.0,0.0,79633.38,0,0
678.0,48.0,3.0,0.0,1.0,1.0,180598.86,0,0
663.0,45.0,7.0,0.0,1.0,1.0,88407.31,0,1
588.0,35.0,8.0,0.0,2.0,1.0,89566.64,0,1
548.0,43.0,4.0,0.0,1.0,1.0,141400.51,0,1
558.0,46.0,4.0,0.0,1.0,0.0,116977.89,0,0
678.0,33.0,2.0,0.0,2.0,1.0,11597.69,0,0
605.0,39.0,4.0,118855.26,1.0,0.0,172459.39,1,0
773.0,30.0,5.0,0.0,2.0,0.0,160529.71,0,1
735.0,34.0,5.0,129118.5,1.0,0.0,143096.49,0,0
662.0,35.0,3.0,0.0,1.0,0.0,102950.79,0,1
646.0,32.0,3.0,0.0,2.0,1.0,89519.47,0,1
706.0,33.0,7.0,0.0,2.0,1.0,176943.59,0,1
620.0,34.0,2.0,0.0,2.0,1.0,92916.53,0,0
750.0,48.0,10.0,0.0,2.0,0.0,142516.35,0,0
745.0,29.0,8.0,129855.32,2.0,1.0,116973.48,1,1
584.0,50.0,5.0,0.0,1.0,0.0,131766.67,0,1
674.0,32.0,6.0,0.0,2.0,0.0,131736.23,0,0
555.0,35.0,2.0,0.0,2.0,1.0,103379.31,0,1
756.0,32.0,3.0,0.0,2.0,1.0,165574.54,0,1
762.0,41.0,6.0,115532.52,1.0,0.0,176692.87,1,1
507.0,48.0,8.0,115617.24,1.0,0.0,1375.46,1,1
641.0,34.0,4.0,76215.84,1.0,1.0,155711.64,0,0
689.0,34.0,2.0,0.0,2.0,0.0,144869.13,0,0
685.0,39.0,9.0,0.0,1.0,0.0,133831.37,0,1
616.0,43.0,2.0,0.0,2.0,1.0,126837.72,0,1
716.0,44.0,5.0,91897.8,2.0,1.0,101633.09,0,0
535.0,34.0,5.0,0.0,2.0,0.0,181499.77,0,1
710.0,44.0,7.0,0.0,2.0,1.0,143859.66,0,0
748.0,35.0,8.0,0.0,2.0,0.0,89891.4,0,1
708.0,28.0,1.0,143964.36,1.0,0.0,24998.75,0,1
678.0,31.0,3.0,0.0,2.0,0.0,706.5,0,1
604.0,29.0,7.0,0.0,2.0,0.0,152577.62,0,1
613.0,41.0,9.0,0.0,2.0,1.0,87985.2,0,0
790.0,33.0,4.0,0.0,2.0,0.0,121408.55,0,1
664.0,41.0,9.0,126418.14,2.0,1.0,140712.88,1,0
748.0,54.0,5.0,0.0,2.0,1.0,82867.55,0,1
596.0,43.0,9.0,84906.45,1.0,1.0,71154.1,0,1
709.0,32.0,2.0,152264.81,1.0,0.0,53379.52,1,1
